area_code,area_name,geography,period,indicator,room_occupancy,measure,unit,value
E05000819,Altrincham,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: +2 or more,Count,Households,2578
E05000819,Altrincham,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: +1,Count,Households,1716
E05000819,Altrincham,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: 0,Count,Households,1063
E05000819,Altrincham,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: -1,Count,Households,225
E05000819,Altrincham,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: -2 or less,Count,Households,26
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: +2 or more,Count,Households,2325
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: +1,Count,Households,1126
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: 0,Count,Households,754
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: -1,Count,Households,110
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: -2 or less,Count,Households,13
E05000821,Bowdon,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: +2 or more,Count,Households,2522
E05000821,Bowdon,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: +1,Count,Households,719
E05000821,Bowdon,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: 0,Count,Households,405
E05000821,Bowdon,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: -1,Count,Households,83
E05000821,Bowdon,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: -2 or less,Count,Households,10
E05000822,Broadheath,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: +2 or more,Count,Households,2822
E05000822,Broadheath,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: +1,Count,Households,1641
E05000822,Broadheath,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: 0,Count,Households,938
E05000822,Broadheath,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: -1,Count,Households,150
E05000822,Broadheath,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: -2 or less,Count,Households,20
E05000823,Brooklands,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: +2 or more,Count,Households,2725
E05000823,Brooklands,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: +1,Count,Households,877
E05000823,Brooklands,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: 0,Count,Households,535
E05000823,Brooklands,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: -1,Count,Households,62
E05000823,Brooklands,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: -2 or less,Count,Households,4
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: +2 or more,Count,Households,1844
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: +1,Count,Households,1287
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: 0,Count,Households,880
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: -1,Count,Households,136
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: -2 or less,Count,Households,37
E05000825,Clifford,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: +2 or more,Count,Households,1722
E05000825,Clifford,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: +1,Count,Households,1346
E05000825,Clifford,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: 0,Count,Households,1547
E05000825,Clifford,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: -1,Count,Households,481
E05000825,Clifford,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: -2 or less,Count,Households,111
E05000826,Davyhulme East,Electoral ward,2021-03-21,"Occupancy rating based on the number of rooms in the household (Valuation Office Agency definition). -1 or less implies overcrowding, +1 or more implies under-occupancy and 0 suggests the household has an ideal number of rooms",Occupancy rating of rooms: +2 or more,Count,Households,2497
