area_code,area_name,geography,period,indicator,measure,unit,value
E05000819,Altrincham,Electoral ward,2021-03-21,Usual residents per square kilometre,Count,Persons,4263.7
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,Usual residents per square kilometre,Count,Persons,4502
E05000821,Bowdon,Electoral ward,2021-03-21,Usual residents per square kilometre,Count,Persons,388.7
E05000822,Broadheath,Electoral ward,2021-03-21,Usual residents per square kilometre,Count,Persons,3416.4
E05000823,Brooklands,Electoral ward,2021-03-21,Usual residents per square kilometre,Count,Persons,4719.7
E05000824,Bucklow-St Martins,Electoral ward,2021-03-21,Usual residents per square kilometre,Count,Persons,771.4
E05000825,Clifford,Electoral ward,2021-03-21,Usual residents per square kilometre,Count,Persons,7178.6
E05000826,Davyhulme East,Electoral ward,2021-03-21,Usual residents per square kilometre,Count,Persons,2288.4
E05000827,Davyhulme West,Electoral ward,2021-03-21,Usual residents per square kilometre,Count,Persons,2329.3
E05000828,Flixton,Electoral ward,2021-03-21,Usual residents per square kilometre,Count,Persons,2692.4
E05000829,Gorse Hill,Electoral ward,2021-03-21,Usual residents per square kilometre,Count,Persons,1377
E05000830,Hale Barns,Electoral ward,2021-03-21,Usual residents per square kilometre,Count,Persons,1208.5
E05000831,Hale Central,Electoral ward,2021-03-21,Usual residents per square kilometre,Count,Persons,4003.1
E05000832,Longford,Electoral ward,2021-03-21,Usual residents per square kilometre,Count,Persons,3704.6
E05000833,Priory,Electoral ward,2021-03-21,Usual residents per square kilometre,Count,Persons,3451.3
E05000835,Sale Moor,Electoral ward,2021-03-21,Usual residents per square kilometre,Count,Persons,3752.6
E05000834,St Mary's,Electoral ward,2021-03-21,Usual residents per square kilometre,Count,Persons,4414.5
E05000836,Stretford,Electoral ward,2021-03-21,Usual residents per square kilometre,Count,Persons,3545.9
E05000837,Timperley,Electoral ward,2021-03-21,Usual residents per square kilometre,Count,Persons,5467.8
E05000838,Urmston,Electoral ward,2021-03-21,Usual residents per square kilometre,Count,Persons,3011.3
E05000839,Village,Electoral ward,2021-03-21,Usual residents per square kilometre,Count,Persons,4821.6
