area_code,area_name,geography,period,indicator,measure,unit,value
E05000819,Altrincham,Electoral ward,2021-03-21,One-person household: Aged 66 years and over,Count,Households,725
E05000819,Altrincham,Electoral ward,2021-03-21,One-person household: Other,Count,Households,1096
E05000819,Altrincham,Electoral ward,2021-03-21,Single family household: All aged 66 years and over,Count,Households,378
E05000819,Altrincham,Electoral ward,2021-03-21,Single family household: Married or civil partnership couple: No children,Count,Households,474
E05000819,Altrincham,Electoral ward,2021-03-21,Single family household: Married or civil partnership couple: Dependent children,Count,Households,1222
E05000819,Altrincham,Electoral ward,2021-03-21,Single family household: Married or civil partnership couple: All children non-dependent,Count,Households,225
E05000819,Altrincham,Electoral ward,2021-03-21,Single family household: Cohabiting couple family: No children,Count,Households,546
E05000819,Altrincham,Electoral ward,2021-03-21,Single family household: Cohabiting couple family: With dependent children,Count,Households,183
E05000819,Altrincham,Electoral ward,2021-03-21,Single family household: Cohabiting couple family: All children non-dependent,Count,Households,31
E05000819,Altrincham,Electoral ward,2021-03-21,Single family household: Lone parent family: With dependent children,Count,Households,315
E05000819,Altrincham,Electoral ward,2021-03-21,Single family household: Lone parent family: All children non-dependent,Count,Households,181
E05000819,Altrincham,Electoral ward,2021-03-21,Single family household: Other single family household: Other family composition,Count,Households,34
E05000819,Altrincham,Electoral ward,2021-03-21,Other household types: With dependent children,Count,Households,69
E05000819,Altrincham,Electoral ward,2021-03-21,"Other household types: Other, including all full-time students and all aged 66 years and over",Count,Households,128
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,One-person household: Aged 66 years and over,Count,Households,652
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,One-person household: Other,Count,Households,696
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,Single family household: All aged 66 years and over,Count,Households,395
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,Single family household: Married or civil partnership couple: No children,Count,Households,394
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,Single family household: Married or civil partnership couple: Dependent children,Count,Households,931
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,Single family household: Married or civil partnership couple: All children non-dependent,Count,Households,256
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,Single family household: Cohabiting couple family: No children,Count,Households,290
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,Single family household: Cohabiting couple family: With dependent children,Count,Households,161
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,Single family household: Cohabiting couple family: All children non-dependent,Count,Households,23
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,Single family household: Lone parent family: With dependent children,Count,Households,221
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,Single family household: Lone parent family: All children non-dependent,Count,Households,145
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,Single family household: Other single family household: Other family composition,Count,Households,22
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,Other household types: With dependent children,Count,Households,58
E05000820,Ashton upon Mersey,Electoral ward,2021-03-21,"Other household types: Other, including all full-time students and all aged 66 years and over",Count,Households,85
E05000821,Bowdon,Electoral ward,2021-03-21,One-person household: Aged 66 years and over,Count,Households,568
E05000821,Bowdon,Electoral ward,2021-03-21,One-person household: Other,Count,Households,471
E05000821,Bowdon,Electoral ward,2021-03-21,Single family household: All aged 66 years and over,Count,Households,578
E05000821,Bowdon,Electoral ward,2021-03-21,Single family household: Married or civil partnership couple: No children,Count,Households,413
E05000821,Bowdon,Electoral ward,2021-03-21,Single family household: Married or civil partnership couple: Dependent children,Count,Households,770
E05000821,Bowdon,Electoral ward,2021-03-21,Single family household: Married or civil partnership couple: All children non-dependent,Count,Households,236
E05000821,Bowdon,Electoral ward,2021-03-21,Single family household: Cohabiting couple family: No children,Count,Households,182
E05000821,Bowdon,Electoral ward,2021-03-21,Single family household: Cohabiting couple family: With dependent children,Count,Households,91
E05000821,Bowdon,Electoral ward,2021-03-21,Single family household: Cohabiting couple family: All children non-dependent,Count,Households,17
E05000821,Bowdon,Electoral ward,2021-03-21,Single family household: Lone parent family: With dependent children,Count,Households,170
E05000821,Bowdon,Electoral ward,2021-03-21,Single family household: Lone parent family: All children non-dependent,Count,Households,91
E05000821,Bowdon,Electoral ward,2021-03-21,Single family household: Other single family household: Other family composition,Count,Households,13
E05000821,Bowdon,Electoral ward,2021-03-21,Other household types: With dependent children,Count,Households,69
E05000821,Bowdon,Electoral ward,2021-03-21,"Other household types: Other, including all full-time students and all aged 66 years and over",Count,Households,71
E05000822,Broadheath,Electoral ward,2021-03-21,One-person household: Aged 66 years and over,Count,Households,585
E05000822,Broadheath,Electoral ward,2021-03-21,One-person household: Other,Count,Households,809
E05000822,Broadheath,Electoral ward,2021-03-21,Single family household: All aged 66 years and over,Count,Households,394
E05000822,Broadheath,Electoral ward,2021-03-21,Single family household: Married or civil partnership couple: No children,Count,Households,518
E05000822,Broadheath,Electoral ward,2021-03-21,Single family household: Married or civil partnership couple: Dependent children,Count,Households,1443
E05000822,Broadheath,Electoral ward,2021-03-21,Single family household: Married or civil partnership couple: All children non-dependent,Count,Households,333
E05000822,Broadheath,Electoral ward,2021-03-21,Single family household: Cohabiting couple family: No children,Count,Households,347
