area_code,area_name,geography,period,indicator,measure,unit,value
E08000001,Bolton,Local authority,2021-03-21,Aged 4 years and under,Count,Persons,18458
E08000001,Bolton,Local authority,2021-03-21,Aged 5 to 9 years,Count,Persons,20434
E08000001,Bolton,Local authority,2021-03-21,Aged 10 to 14 years,Count,Persons,20817
E08000001,Bolton,Local authority,2021-03-21,Aged 15 to 19 years,Count,Persons,18319
E08000001,Bolton,Local authority,2021-03-21,Aged 20 to 24 years,Count,Persons,16638
E08000001,Bolton,Local authority,2021-03-21,Aged 25 to 29 years,Count,Persons,17768
E08000001,Bolton,Local authority,2021-03-21,Aged 30 to 34 years,Count,Persons,20042
E08000001,Bolton,Local authority,2021-03-21,Aged 35 to 39 years,Count,Persons,19940
E08000001,Bolton,Local authority,2021-03-21,Aged 40 to 44 years,Count,Persons,18508
E08000001,Bolton,Local authority,2021-03-21,Aged 45 to 49 years,Count,Persons,18771
E08000001,Bolton,Local authority,2021-03-21,Aged 50 to 54 years,Count,Persons,20123
E08000001,Bolton,Local authority,2021-03-21,Aged 55 to 59 years,Count,Persons,19211
E08000001,Bolton,Local authority,2021-03-21,Aged 60 to 64 years,Count,Persons,16210
E08000001,Bolton,Local authority,2021-03-21,Aged 65 to 69 years,Count,Persons,13871
E08000001,Bolton,Local authority,2021-03-21,Aged 70 to 74 years,Count,Persons,14190
E08000001,Bolton,Local authority,2021-03-21,Aged 75 to 79 years,Count,Persons,10084
E08000001,Bolton,Local authority,2021-03-21,Aged 80 to 84 years,Count,Persons,6783
E08000001,Bolton,Local authority,2021-03-21,Aged 85 years and over,Count,Persons,5794
E08000002,Bury,Local authority,2021-03-21,Aged 4 years and under,Count,Persons,11159
E08000002,Bury,Local authority,2021-03-21,Aged 5 to 9 years,Count,Persons,12490
E08000002,Bury,Local authority,2021-03-21,Aged 10 to 14 years,Count,Persons,12851
E08000002,Bury,Local authority,2021-03-21,Aged 15 to 19 years,Count,Persons,11232
E08000002,Bury,Local authority,2021-03-21,Aged 20 to 24 years,Count,Persons,9545
E08000002,Bury,Local authority,2021-03-21,Aged 25 to 29 years,Count,Persons,11534
E08000002,Bury,Local authority,2021-03-21,Aged 30 to 34 years,Count,Persons,13477
E08000002,Bury,Local authority,2021-03-21,Aged 35 to 39 years,Count,Persons,13360
E08000002,Bury,Local authority,2021-03-21,Aged 40 to 44 years,Count,Persons,12075
E08000002,Bury,Local authority,2021-03-21,Aged 45 to 49 years,Count,Persons,12486
E08000002,Bury,Local authority,2021-03-21,Aged 50 to 54 years,Count,Persons,13444
E08000002,Bury,Local authority,2021-03-21,Aged 55 to 59 years,Count,Persons,13460
E08000002,Bury,Local authority,2021-03-21,Aged 60 to 64 years,Count,Persons,11289
E08000002,Bury,Local authority,2021-03-21,Aged 65 to 69 years,Count,Persons,9429
E08000002,Bury,Local authority,2021-03-21,Aged 70 to 74 years,Count,Persons,9970
E08000002,Bury,Local authority,2021-03-21,Aged 75 to 79 years,Count,Persons,7011
E08000002,Bury,Local authority,2021-03-21,Aged 80 to 84 years,Count,Persons,4814
E08000002,Bury,Local authority,2021-03-21,Aged 85 years and over,Count,Persons,4224
E08000003,Manchester,Local authority,2021-03-21,Aged 4 years and under,Count,Persons,34378
E08000003,Manchester,Local authority,2021-03-21,Aged 5 to 9 years,Count,Persons,36561
E08000003,Manchester,Local authority,2021-03-21,Aged 10 to 14 years,Count,Persons,36344
E08000003,Manchester,Local authority,2021-03-21,Aged 15 to 19 years,Count,Persons,42418
E08000003,Manchester,Local authority,2021-03-21,Aged 20 to 24 years,Count,Persons,61887
E08000003,Manchester,Local authority,2021-03-21,Aged 25 to 29 years,Count,Persons,52583
E08000003,Manchester,Local authority,2021-03-21,Aged 30 to 34 years,Count,Persons,47999
E08000003,Manchester,Local authority,2021-03-21,Aged 35 to 39 years,Count,Persons,42050
E08000003,Manchester,Local authority,2021-03-21,Aged 40 to 44 years,Count,Persons,35778
E08000003,Manchester,Local authority,2021-03-21,Aged 45 to 49 years,Count,Persons,31067
E08000003,Manchester,Local authority,2021-03-21,Aged 50 to 54 years,Count,Persons,30370
E08000003,Manchester,Local authority,2021-03-21,Aged 55 to 59 years,Count,Persons,26693
E08000003,Manchester,Local authority,2021-03-21,Aged 60 to 64 years,Count,Persons,21642
