area_code,area_name,geography,period,indicator,general_health,measure,unit,value
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very good health,Count,Persons,5881
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Good health,Count,Persons,3661
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Fair health,Count,Persons,1436
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Bad health,Count,Persons,555
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very bad health,Count,Persons,189
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very good health,Count,Persons,3869
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Good health,Count,Persons,2447
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Fair health,Count,Persons,926
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Bad health,Count,Persons,260
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very bad health,Count,Persons,79
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very good health,Count,Persons,4471
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Good health,Count,Persons,2965
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Fair health,Count,Persons,1004
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Bad health,Count,Persons,335
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very bad health,Count,Persons,104
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very good health,Count,Persons,4197
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Good health,Count,Persons,2861
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Fair health,Count,Persons,1116
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Bad health,Count,Persons,410
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very bad health,Count,Persons,93
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very good health,Count,Persons,4384
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Good health,Count,Persons,2619
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Fair health,Count,Persons,972
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Bad health,Count,Persons,305
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very bad health,Count,Persons,114
E02001264,Trafford 006,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very good health,Count,Persons,4452
E02001264,Trafford 006,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Good health,Count,Persons,2843
E02001264,Trafford 006,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Fair health,Count,Persons,988
E02001264,Trafford 006,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Bad health,Count,Persons,289
E02001264,Trafford 006,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very bad health,Count,Persons,82
E02001265,Trafford 007,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very good health,Count,Persons,4042
E02001265,Trafford 007,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Good health,Count,Persons,2654
E02001265,Trafford 007,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Fair health,Count,Persons,1052
E02001265,Trafford 007,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Bad health,Count,Persons,341
E02001265,Trafford 007,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very bad health,Count,Persons,99
E02001266,Trafford 008,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very good health,Count,Persons,3247
E02001266,Trafford 008,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Good health,Count,Persons,2267
E02001266,Trafford 008,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Fair health,Count,Persons,982
E02001266,Trafford 008,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Bad health,Count,Persons,336
E02001266,Trafford 008,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very bad health,Count,Persons,92
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very good health,Count,Persons,3426
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Good health,Count,Persons,2300
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Fair health,Count,Persons,1036
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Bad health,Count,Persons,382
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very bad health,Count,Persons,104
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very good health,Count,Persons,3536
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Good health,Count,Persons,2325
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Fair health,Count,Persons,851
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Bad health,Count,Persons,256
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very bad health,Count,Persons,71
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very good health,Count,Persons,4189
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Good health,Count,Persons,2672
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Fair health,Count,Persons,1044
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Bad health,Count,Persons,357
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very bad health,Count,Persons,94
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very good health,Count,Persons,4831
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Good health,Count,Persons,2518
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Fair health,Count,Persons,829
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Bad health,Count,Persons,269
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very bad health,Count,Persons,102
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very good health,Count,Persons,3460
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Good health,Count,Persons,1985
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Fair health,Count,Persons,789
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Bad health,Count,Persons,319
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,Estimates that classify usual residents by their own assessment of the general state of their health from very good to very bad. This assessment is not based on a person's health over any specified period of time.,Very bad health,Count,Persons,91
