area_code,area_name,geography,period,indicator,measure,unit,value
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,No people in the household previously served in UK armed forces,Count,Households,4640
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,1 person in the household previously served in UK armed forces,Count,Households,122
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,2 people in the household previously served in UK armed forces,Count,Households,0
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,3 or more people in the household previously served in UK armed forces,Count,Households,1
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,No people in the household previously served in UK armed forces,Count,Households,2860
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,1 person in the household previously served in UK armed forces,Count,Households,212
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,2 people in the household previously served in UK armed forces,Count,Households,3
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,3 or more people in the household previously served in UK armed forces,Count,Households,0
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,No people in the household previously served in UK armed forces,Count,Households,3517
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,1 person in the household previously served in UK armed forces,Count,Households,145
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,2 people in the household previously served in UK armed forces,Count,Households,2
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,3 or more people in the household previously served in UK armed forces,Count,Households,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,No people in the household previously served in UK armed forces,Count,Households,2979
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,1 person in the household previously served in UK armed forces,Count,Households,103
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,2 people in the household previously served in UK armed forces,Count,Households,0
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,3 or more people in the household previously served in UK armed forces,Count,Households,3
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,No people in the household previously served in UK armed forces,Count,Households,3162
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,1 person in the household previously served in UK armed forces,Count,Households,239
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,2 people in the household previously served in UK armed forces,Count,Households,9
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,3 or more people in the household previously served in UK armed forces,Count,Households,0
E02001264,Trafford 006,Middle-layer Super Output Area,2021-03-21,No people in the household previously served in UK armed forces,Count,Households,3155
E02001264,Trafford 006,Middle-layer Super Output Area,2021-03-21,1 person in the household previously served in UK armed forces,Count,Households,138
E02001264,Trafford 006,Middle-layer Super Output Area,2021-03-21,2 people in the household previously served in UK armed forces,Count,Households,6
E02001264,Trafford 006,Middle-layer Super Output Area,2021-03-21,3 or more people in the household previously served in UK armed forces,Count,Households,0
E02001265,Trafford 007,Middle-layer Super Output Area,2021-03-21,No people in the household previously served in UK armed forces,Count,Households,3174
E02001265,Trafford 007,Middle-layer Super Output Area,2021-03-21,1 person in the household previously served in UK armed forces,Count,Households,209
E02001265,Trafford 007,Middle-layer Super Output Area,2021-03-21,2 people in the household previously served in UK armed forces,Count,Households,5
E02001265,Trafford 007,Middle-layer Super Output Area,2021-03-21,3 or more people in the household previously served in UK armed forces,Count,Households,0
E02001266,Trafford 008,Middle-layer Super Output Area,2021-03-21,No people in the household previously served in UK armed forces,Count,Households,2935
E02001266,Trafford 008,Middle-layer Super Output Area,2021-03-21,1 person in the household previously served in UK armed forces,Count,Households,153
E02001266,Trafford 008,Middle-layer Super Output Area,2021-03-21,2 people in the household previously served in UK armed forces,Count,Households,3
E02001266,Trafford 008,Middle-layer Super Output Area,2021-03-21,3 or more people in the household previously served in UK armed forces,Count,Households,0
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,No people in the household previously served in UK armed forces,Count,Households,3186
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,1 person in the household previously served in UK armed forces,Count,Households,199
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,2 people in the household previously served in UK armed forces,Count,Households,4
E02001267,Trafford 009,Middle-layer Super Output Area,2021-03-21,3 or more people in the household previously served in UK armed forces,Count,Households,0
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,No people in the household previously served in UK armed forces,Count,Households,2770
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,1 person in the household previously served in UK armed forces,Count,Households,179
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,2 people in the household previously served in UK armed forces,Count,Households,7
E02001268,Trafford 010,Middle-layer Super Output Area,2021-03-21,3 or more people in the household previously served in UK armed forces,Count,Households,0
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,No people in the household previously served in UK armed forces,Count,Households,3432
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,1 person in the household previously served in UK armed forces,Count,Households,136
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,2 people in the household previously served in UK armed forces,Count,Households,8
E02001269,Trafford 011,Middle-layer Super Output Area,2021-03-21,3 or more people in the household previously served in UK armed forces,Count,Households,0
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,No people in the household previously served in UK armed forces,Count,Households,3464
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,1 person in the household previously served in UK armed forces,Count,Households,185
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,2 people in the household previously served in UK armed forces,Count,Households,3
E02001270,Trafford 012,Middle-layer Super Output Area,2021-03-21,3 or more people in the household previously served in UK armed forces,Count,Households,1
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,No people in the household previously served in UK armed forces,Count,Households,2623
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,1 person in the household previously served in UK armed forces,Count,Households,158
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,2 people in the household previously served in UK armed forces,Count,Households,6
E02001271,Trafford 013,Middle-layer Super Output Area,2021-03-21,3 or more people in the household previously served in UK armed forces,Count,Households,0
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,No people in the household previously served in UK armed forces,Count,Households,3175
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,1 person in the household previously served in UK armed forces,Count,Households,189
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,2 people in the household previously served in UK armed forces,Count,Households,4
E02001272,Trafford 014,Middle-layer Super Output Area,2021-03-21,3 or more people in the household previously served in UK armed forces,Count,Households,0
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,No people in the household previously served in UK armed forces,Count,Households,4140
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,1 person in the household previously served in UK armed forces,Count,Households,205
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,2 people in the household previously served in UK armed forces,Count,Households,4
E02001273,Trafford 015,Middle-layer Super Output Area,2021-03-21,3 or more people in the household previously served in UK armed forces,Count,Households,0
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,No people in the household previously served in UK armed forces,Count,Households,2953
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,1 person in the household previously served in UK armed forces,Count,Households,189
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,2 people in the household previously served in UK armed forces,Count,Households,4
E02001274,Trafford 016,Middle-layer Super Output Area,2021-03-21,3 or more people in the household previously served in UK armed forces,Count,Households,0
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,No people in the household previously served in UK armed forces,Count,Households,3113
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,1 person in the household previously served in UK armed forces,Count,Households,229
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,2 people in the household previously served in UK armed forces,Count,Households,4
E02001275,Trafford 017,Middle-layer Super Output Area,2021-03-21,3 or more people in the household previously served in UK armed forces,Count,Households,0
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,No people in the household previously served in UK armed forces,Count,Households,3062
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,1 person in the household previously served in UK armed forces,Count,Households,176
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,2 people in the household previously served in UK armed forces,Count,Households,8
E02001276,Trafford 018,Middle-layer Super Output Area,2021-03-21,3 or more people in the household previously served in UK armed forces,Count,Households,1
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,No people in the household previously served in UK armed forces,Count,Households,3629
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,1 person in the household previously served in UK armed forces,Count,Households,167
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,2 people in the household previously served in UK armed forces,Count,Households,6
E02001277,Trafford 019,Middle-layer Super Output Area,2021-03-21,3 or more people in the household previously served in UK armed forces,Count,Households,0
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,No people in the household previously served in UK armed forces,Count,Households,3171
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,1 person in the household previously served in UK armed forces,Count,Households,180
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,2 people in the household previously served in UK armed forces,Count,Households,9
E02001278,Trafford 020,Middle-layer Super Output Area,2021-03-21,3 or more people in the household previously served in UK armed forces,Count,Households,1
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,No people in the household previously served in UK armed forces,Count,Households,2973
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,1 person in the household previously served in UK armed forces,Count,Households,185
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,2 people in the household previously served in UK armed forces,Count,Households,7
E02001279,Trafford 021,Middle-layer Super Output Area,2021-03-21,3 or more people in the household previously served in UK armed forces,Count,Households,1
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,No people in the household previously served in UK armed forces,Count,Households,3294
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,1 person in the household previously served in UK armed forces,Count,Households,215
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,2 people in the household previously served in UK armed forces,Count,Households,1
E02001280,Trafford 022,Middle-layer Super Output Area,2021-03-21,3 or more people in the household previously served in UK armed forces,Count,Households,0
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,No people in the household previously served in UK armed forces,Count,Households,2875
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,1 person in the household previously served in UK armed forces,Count,Households,200
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,2 people in the household previously served in UK armed forces,Count,Households,1
E02001281,Trafford 023,Middle-layer Super Output Area,2021-03-21,3 or more people in the household previously served in UK armed forces,Count,Households,0
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,No people in the household previously served in UK armed forces,Count,Households,4048
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,1 person in the household previously served in UK armed forces,Count,Households,176
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,2 people in the household previously served in UK armed forces,Count,Households,1
E02001282,Trafford 024,Middle-layer Super Output Area,2021-03-21,3 or more people in the household previously served in UK armed forces,Count,Households,0
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,No people in the household previously served in UK armed forces,Count,Households,3891
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,1 person in the household previously served in UK armed forces,Count,Households,194
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,2 people in the household previously served in UK armed forces,Count,Households,7
E02001283,Trafford 025,Middle-layer Super Output Area,2021-03-21,3 or more people in the household previously served in UK armed forces,Count,Households,0
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,No people in the household previously served in UK armed forces,Count,Households,3007
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,1 person in the household previously served in UK armed forces,Count,Households,116
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,2 people in the household previously served in UK armed forces,Count,Households,1
E02001284,Trafford 026,Middle-layer Super Output Area,2021-03-21,3 or more people in the household previously served in UK armed forces,Count,Households,0
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,No people in the household previously served in UK armed forces,Count,Households,3069
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,1 person in the household previously served in UK armed forces,Count,Households,185
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,2 people in the household previously served in UK armed forces,Count,Households,5
E02001285,Trafford 027,Middle-layer Super Output Area,2021-03-21,3 or more people in the household previously served in UK armed forces,Count,Households,0
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,No people in the household previously served in UK armed forces,Count,Households,2879
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,1 person in the household previously served in UK armed forces,Count,Households,176
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,2 people in the household previously served in UK armed forces,Count,Households,4
E02001286,Trafford 028,Middle-layer Super Output Area,2021-03-21,3 or more people in the household previously served in UK armed forces,Count,Households,0
