area_code,area_name,geography,period,indicator,occupation,measure,unit,value
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,6594
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Managers, directors and senior officials",Count,Persons,416
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Professional occupations,Count,Persons,1156
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Associate professional and technical occupations,Count,Persons,791
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative and secretarial occupations,Count,Persons,462
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Skilled trades occupations,Count,Persons,301
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Caring, leisure and other service occupations",Count,Persons,438
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sales and customer service occupations,Count,Persons,565
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Process, plant and machine operatives",Count,Persons,348
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary occupations,Count,Persons,651
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,3883
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Managers, directors and senior officials",Count,Persons,432
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Professional occupations,Count,Persons,916
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Associate professional and technical occupations,Count,Persons,549
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Administrative and secretarial occupations,Count,Persons,470
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Skilled trades occupations,Count,Persons,301
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Caring, leisure and other service occupations",Count,Persons,328
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Sales and customer service occupations,Count,Persons,258
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),"Process, plant and machine operatives",Count,Persons,183
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Elementary occupations,Count,Persons,261
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Occupation of usual residents (aged 16 years and over in employment the week before the census),Does not apply,Count,Persons,4417
