area_code,area_name,geography,period,indicator,mode_of_travel,measure,unit,value
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,1786
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,261
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,47
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,416
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,72
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,10
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,1645
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,138
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,219
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,467
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,67
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Not in employment or aged 15 years and under,Count,Persons,6594
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,1301
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,28
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,17
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,105
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,31
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,12
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,1776
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,106
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,73
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,211
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,36
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Not in employment or aged 15 years and under,Count,Persons,3883
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,1524
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,135
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,29
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,228
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,58
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,11
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,1688
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,144
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,195
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,387
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,61
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Not in employment or aged 15 years and under,Count,Persons,4417
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,1464
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,164
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,32
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,163
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,42
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,9
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,1432
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,119
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,134
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,219
