area_code,area_name,geography,period,indicator,religion,measure,unit,value
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,Religious affiliation,No religion,Count,Persons,2941
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Christian,Count,Persons,3043
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Buddhist,Count,Persons,48
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Hindu,Count,Persons,93
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Jewish,Count,Persons,10
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Muslim,Count,Persons,4527
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Sikh,Count,Persons,283
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion,Count,Persons,81
E02001259,Trafford 001,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Not answered,Count,Persons,697
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,No religion,Count,Persons,2561
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Christian,Count,Persons,4348
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Buddhist,Count,Persons,20
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Hindu,Count,Persons,75
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Jewish,Count,Persons,10
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Muslim,Count,Persons,184
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Sikh,Count,Persons,36
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion,Count,Persons,21
E02001260,Trafford 002,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Not answered,Count,Persons,326
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,No religion,Count,Persons,2954
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Christian,Count,Persons,3635
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Buddhist,Count,Persons,48
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Hindu,Count,Persons,70
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Jewish,Count,Persons,13
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Muslim,Count,Persons,1379
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Sikh,Count,Persons,233
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion,Count,Persons,39
E02001261,Trafford 003,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Not answered,Count,Persons,508
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,No religion,Count,Persons,2133
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Christian,Count,Persons,2538
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Buddhist,Count,Persons,30
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Hindu,Count,Persons,75
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Jewish,Count,Persons,30
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Muslim,Count,Persons,3099
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Sikh,Count,Persons,299
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion,Count,Persons,30
E02001262,Trafford 004,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Not answered,Count,Persons,440
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,Religious affiliation,No religion,Count,Persons,2702
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Christian,Count,Persons,5113
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Buddhist,Count,Persons,22
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Hindu,Count,Persons,41
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Jewish,Count,Persons,13
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Muslim,Count,Persons,144
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Sikh,Count,Persons,11
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion,Count,Persons,15
E02001263,Trafford 005,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Not answered,Count,Persons,331
E02001264,Trafford 006,Middle-layer Super Output Area,2021-03-21,Religious affiliation,No religion,Count,Persons,2542
E02001264,Trafford 006,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Christian,Count,Persons,4015
E02001264,Trafford 006,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Buddhist,Count,Persons,30
E02001264,Trafford 006,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Hindu,Count,Persons,85
E02001264,Trafford 006,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Jewish,Count,Persons,10
E02001264,Trafford 006,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Muslim,Count,Persons,1292
E02001264,Trafford 006,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Sikh,Count,Persons,230
E02001264,Trafford 006,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Other religion,Count,Persons,26
E02001264,Trafford 006,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Not answered,Count,Persons,424
E02001265,Trafford 007,Middle-layer Super Output Area,2021-03-21,Religious affiliation,No religion,Count,Persons,2949
E02001265,Trafford 007,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Christian,Count,Persons,4611
E02001265,Trafford 007,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Buddhist,Count,Persons,23
E02001265,Trafford 007,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Hindu,Count,Persons,20
E02001265,Trafford 007,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Jewish,Count,Persons,16
E02001265,Trafford 007,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Muslim,Count,Persons,114
E02001265,Trafford 007,Middle-layer Super Output Area,2021-03-21,Religious affiliation,Sikh,Count,Persons,2
