area_code,area_name,geography,period,indicator,religion,measure,unit,value
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Christian,Count,Persons,139144
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Buddhist,Count,Persons,576
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Hindu,Count,Persons,5887
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Jewish,Count,Persons,159
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Muslim,Count,Persons,58997
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Sikh,Count,Persons,219
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,No religion: Agnostic,Count,Persons,76
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,No religion: Atheist,Count,Persons,51
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,No religion: Free Thinker,Count,Persons,2
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,No religion: Humanist,Count,Persons,31
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,No religion: No religion,Count,Persons,76086
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,No religion: Realist,Count,Persons,0
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Alevi,Count,Persons,27
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Animism,Count,Persons,0
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Baha'i,Count,Persons,4
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Believe in God,Count,Persons,5
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Brahma Kumari,Count,Persons,2
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Chinese Religion,Count,Persons,0
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Church of All Religion,Count,Persons,0
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Confucianist,Count,Persons,0
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Deist,Count,Persons,4
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Druid,Count,Persons,4
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Druze,Count,Persons,2
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Eckankar,Count,Persons,0
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Heathen,Count,Persons,24
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Jain,Count,Persons,26
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Mixed Religion,Count,Persons,39
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Mysticism,Count,Persons,0
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Native American Church,Count,Persons,0
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: New Age,Count,Persons,1
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Occult,Count,Persons,2
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Other religions,Count,Persons,213
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Own Belief System,Count,Persons,3
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Pagan,Count,Persons,284
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Pantheism,Count,Persons,2
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Rastafarian,Count,Persons,13
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Ravidassia,Count,Persons,0
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Reconstructionist,Count,Persons,2
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Satanism,Count,Persons,21
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Scientology,Count,Persons,6
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Shamanism,Count,Persons,3
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Shintoism,Count,Persons,1
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Spiritual,Count,Persons,72
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Spiritualist,Count,Persons,127
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Taoist,Count,Persons,9
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Theism,Count,Persons,1
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Thelemite,Count,Persons,1
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Traditional African Religion,Count,Persons,2
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Unification Church,Count,Persons,4
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Universalist,Count,Persons,0
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Valmiki,Count,Persons,0
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Vodun,Count,Persons,0
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Wicca,Count,Persons,71
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Witchcraft,Count,Persons,1
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Yazidi,Count,Persons,0
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Other religion: Zoroastrian,Count,Persons,5
E08000001,Bolton,Local authority,2021-03-21,Religious affiliation,Religion not stated,Count,Persons,13758
E08000002,Bury,Local authority,2021-03-21,Religious affiliation,Christian,Count,Persons,94669
E08000002,Bury,Local authority,2021-03-21,Religious affiliation,Buddhist,Count,Persons,508
E08000002,Bury,Local authority,2021-03-21,Religious affiliation,Hindu,Count,Persons,874
E08000002,Bury,Local authority,2021-03-21,Religious affiliation,Jewish,Count,Persons,10734
E08000002,Bury,Local authority,2021-03-21,Religious affiliation,Muslim,Count,Persons,19243
E08000002,Bury,Local authority,2021-03-21,Religious affiliation,Sikh,Count,Persons,575
E08000002,Bury,Local authority,2021-03-21,Religious affiliation,No religion: Agnostic,Count,Persons,60
E08000002,Bury,Local authority,2021-03-21,Religious affiliation,No religion: Atheist,Count,Persons,24
E08000002,Bury,Local authority,2021-03-21,Religious affiliation,No religion: Free Thinker,Count,Persons,0
E08000002,Bury,Local authority,2021-03-21,Religious affiliation,No religion: Humanist,Count,Persons,24
E08000002,Bury,Local authority,2021-03-21,Religious affiliation,No religion: No religion,Count,Persons,56899
E08000002,Bury,Local authority,2021-03-21,Religious affiliation,No religion: Realist,Count,Persons,0
E08000002,Bury,Local authority,2021-03-21,Religious affiliation,Other religion: Alevi,Count,Persons,0
E08000002,Bury,Local authority,2021-03-21,Religious affiliation,Other religion: Animism,Count,Persons,4
E08000002,Bury,Local authority,2021-03-21,Religious affiliation,Other religion: Baha'i,Count,Persons,15
E08000002,Bury,Local authority,2021-03-21,Religious affiliation,Other religion: Believe in God,Count,Persons,2
E08000002,Bury,Local authority,2021-03-21,Religious affiliation,Other religion: Brahma Kumari,Count,Persons,0
E08000002,Bury,Local authority,2021-03-21,Religious affiliation,Other religion: Chinese Religion,Count,Persons,2
E08000002,Bury,Local authority,2021-03-21,Religious affiliation,Other religion: Church of All Religion,Count,Persons,0
E08000002,Bury,Local authority,2021-03-21,Religious affiliation,Other religion: Confucianist,Count,Persons,0
E08000002,Bury,Local authority,2021-03-21,Religious affiliation,Other religion: Deist,Count,Persons,1
E08000002,Bury,Local authority,2021-03-21,Religious affiliation,Other religion: Druid,Count,Persons,6
E08000002,Bury,Local authority,2021-03-21,Religious affiliation,Other religion: Druze,Count,Persons,0
E08000002,Bury,Local authority,2021-03-21,Religious affiliation,Other religion: Eckankar,Count,Persons,0
E08000002,Bury,Local authority,2021-03-21,Religious affiliation,Other religion: Heathen,Count,Persons,14
E08000002,Bury,Local authority,2021-03-21,Religious affiliation,Other religion: Jain,Count,Persons,2
E08000002,Bury,Local authority,2021-03-21,Religious affiliation,Other religion: Mixed Religion,Count,Persons,21
E08000002,Bury,Local authority,2021-03-21,Religious affiliation,Other religion: Mysticism,Count,Persons,0
